Date,Solar_Index,Temperature,Humidity,Wind_Speed,Precipitation,Location
2024-12-06,4.3296,26.42,81.52,1.53,0.02,Ghatkopar
2024-12-07,4.6303,24.28,76.06,1.96,0.0,Ghatkopar
2024-12-08,4.829,21.71,66.95,1.92,0.0,Ghatkopar
2024-12-09,4.5737,19.77,61.51,2.52,0.0,Ghatkopar
2024-12-10,4.7753,20.98,62.27,2.83,0.0,Ghatkopar
2024-12-11,4.5425,22.4,69.82,2.17,0.0,Ghatkopar
2024-12-12,4.4683,22.05,67.08,1.66,0.0,Ghatkopar
2024-12-13,4.523,21.3,66.42,3.23,0.0,Ghatkopar
2024-12-14,4.6102,20.8,62.04,3.41,0.17,Ghatkopar
2024-12-15,4.6145,21.25,58.84,3.0,0.23,Ghatkopar
2024-12-16,4.9742,21.04,53.07,2.7,0.0,Ghatkopar
2024-12-17,4.5674,21.06,54.29,1.99,0.0,Ghatkopar
2024-12-18,4.5497,21.49,53.8,1.83,0.0,Ghatkopar
2024-12-19,4.1174,21.43,62.33,1.85,0.0,Ghatkopar
2024-12-20,4.0289,21.72,74.79,1.33,0.0,Ghatkopar
2024-12-21,3.9523,21.95,77.32,1.48,0.0,Ghatkopar
2024-12-22,3.1402,22.25,84.68,1.55,0.02,Ghatkopar
2024-12-23,3.0986,22.07,86.32,1.76,0.01,Ghatkopar
2024-12-24,2.9698,21.69,79.18,1.94,0.0,Ghatkopar
2024-12-25,3.5076,21.98,77.09,1.55,0.0,Ghatkopar
2024-12-26,3.6799,22.68,78.33,1.68,0.0,Ghatkopar
2024-12-27,3.9031,23.32,81.35,1.75,0.01,Ghatkopar
2024-12-28,3.6847,23.93,79.1,1.59,0.48,Ghatkopar
2024-12-29,4.0277,24.68,73.57,1.76,0.04,Ghatkopar
2024-12-30,3.9722,24.62,69.71,2.05,0.0,Ghatkopar
2024-12-31,4.0906,24.68,65.9,2.09,0.0,Ghatkopar
2025-01-01,4.2398,24.25,68.91,2.11,0.0,Ghatkopar
2025-01-02,4.8276,24.18,59.35,2.33,0.0,Ghatkopar
2025-01-03,5.0678,22.78,51.64,2.75,1.2,Ghatkopar
2025-01-04,5.1506,22.4,52.93,2.33,0.0,Ghatkopar
2025-01-05,3.8926,22.43,57.64,1.51,0.0,Ghatkopar
2025-01-06,4.3522,21.63,61.43,2.06,0.0,Ghatkopar
2025-01-07,4.2979,22.27,58.15,2.11,0.0,Ghatkopar
2025-01-08,4.5487,22.38,55.6,2.74,0.02,Ghatkopar
2025-01-09,4.5353,22.55,47.35,2.72,0.0,Ghatkopar
2025-01-10,3.7207,22.74,56.5,2.29,0.0,Ghatkopar
2025-01-11,3.8215,22.49,64.19,1.73,0.0,Ghatkopar
2025-01-12,3.7039,22.18,64.08,1.93,0.0,Ghatkopar
2025-01-13,3.5436,23.7,63.03,2.6,0.0,Ghatkopar
2025-01-14,3.8688,24.32,61.74,2.31,0.0,Ghatkopar
2025-01-15,4.057,24.73,66.68,2.05,0.0,Ghatkopar
2025-01-16,4.0298,24.19,66.17,1.65,0.0,Ghatkopar
2025-01-17,3.8909,24.94,56.29,2.9,0.0,Ghatkopar
2025-01-18,4.3776,24.64,51.64,3.26,0.0,Ghatkopar
2025-01-19,4.477,24.09,52.92,2.47,0.0,Ghatkopar
2025-01-20,4.7244,24.24,50.13,2.18,0.0,Ghatkopar
2025-01-21,4.8761,23.72,50.94,1.91,0.0,Ghatkopar
2025-01-22,4.6013,23.63,51.95,1.79,0.0,Ghatkopar
2025-01-23,4.7489,23.4,51.46,1.99,0.0,Ghatkopar
2025-01-24,4.6894,24.75,53.97,2.27,0.0,Ghatkopar
2025-01-25,4.7561,26.19,52.91,2.37,0.0,Ghatkopar
2025-01-26,5.0498,26.44,50.87,2.17,0.0,Ghatkopar
2025-01-27,5.2008,26.02,49.78,1.85,0.0,Ghatkopar
2025-01-28,5.219,25.55,47.92,1.46,0.0,Ghatkopar
2025-01-29,5.4038,25.52,46.76,1.59,0.0,Ghatkopar
2025-01-30,5.0954,24.91,49.07,1.81,0.0,Ghatkopar
2025-01-31,5.3086,23.58,53.3,1.76,0.0,Ghatkopar
2025-02-01,5.2783,23.02,55.8,1.94,0.0,Ghatkopar
2025-02-02,5.0549,24.32,47.32,1.7,0.0,Ghatkopar
2025-02-03,4.8689,24.27,54.08,1.86,0.0,Ghatkopar
2025-02-04,4.9966,23.48,57.64,2.15,0.0,Ghatkopar
2025-02-05,5.2939,23.93,46.89,2.37,0.0,Ghatkopar
2025-02-06,5.0131,25.5,48.34,1.84,0.0,Ghatkopar
2025-02-07,4.8564,26.73,49.26,2.37,0.0,Ghatkopar
2025-02-08,4.8019,27.08,47.38,1.73,0.0,Ghatkopar
2025-02-09,4.7858,27.21,46.35,1.84,0.0,Ghatkopar
2025-02-10,5.0141,26.69,42.53,2.19,0.0,Ghatkopar
2025-02-11,5.4677,25.99,40.72,2.09,0.0,Ghatkopar
2025-02-12,5.9254,25.88,37.42,2.23,0.0,Ghatkopar
2025-02-13,5.9232,26.87,32.54,2.39,0.0,Ghatkopar
2025-02-14,5.881,27.32,32.27,2.79,0.0,Ghatkopar
2025-02-15,6.0912,27.51,30.96,2.58,0.0,Ghatkopar
2025-02-16,6.1025,27.19,33.64,2.38,0.01,Ghatkopar
2025-02-17,6.089,27.19,40.96,2.27,0.17,Ghatkopar
2025-02-18,5.953,27.59,38.47,2.22,0.08,Ghatkopar
2025-02-19,5.965,27.36,40.6,2.32,0.0,Ghatkopar
2025-02-20,6.1049,28.16,35.31,2.7,0.01,Ghatkopar
2025-02-21,6.0535,28.94,29.24,3.11,0.0,Ghatkopar
2025-02-22,5.999,29.28,29.68,2.81,0.0,Ghatkopar
2025-02-23,6.2618,29.1,28.85,2.65,0.0,Ghatkopar
2025-02-24,6.2081,29.17,26.56,2.69,0.0,Ghatkopar
2025-02-25,5.9357,29.47,28.68,2.49,0.0,Ghatkopar
2025-02-26,6.0082,29.86,32.05,2.03,0.0,Ghatkopar
2025-02-27,5.9189,29.84,32.37,2.45,0.0,Ghatkopar
2025-02-28,5.6592,29.71,32.22,2.12,0.0,Ghatkopar
2025-03-01,5.6352,29.61,35.58,2.23,0.01,Ghatkopar
2025-03-02,5.9304,29.43,34.91,2.61,0.0,Ghatkopar
2025-03-03,5.9441,29.92,31.6,3.09,0.49,Ghatkopar
2025-03-04,5.9666,29.9,27.22,3.56,0.0,Ghatkopar
2025-03-05,6.811,29.34,18.57,2.86,0.0,Ghatkopar
2025-03-06,6.8861,28.67,17.61,3.11,0.0,Ghatkopar
2025-03-07,6.9043,29.04,21.5,2.68,0.0,Ghatkopar
2025-03-08,6.8467,29.14,31.87,2.25,0.0,Ghatkopar
2025-03-09,6.7325,30.18,39.44,2.25,0.0,Ghatkopar
2025-03-10,6.3295,31.55,29.08,2.4,0.0,Ghatkopar
2025-03-11,5.9388,31.97,35.49,2.34,0.0,Ghatkopar
2025-03-12,5.981,31.63,40.79,1.81,0.04,Ghatkopar
2025-03-13,6.0154,31.33,41.68,2.09,0.07,Ghatkopar
2025-03-14,6.5532,30.55,45.59,2.21,0.04,Ghatkopar
2025-03-15,6.0958,30.33,45.16,2.29,0.02,Ghatkopar
2025-03-16,6.0859,30.04,45.97,2.58,0.0,Ghatkopar
2025-03-17,6.3833,29.52,42.97,2.69,0.61,Ghatkopar
2025-03-18,6.7634,29.41,43.21,1.95,0.02,Ghatkopar
2025-03-19,6.8554,28.73,48.4,1.83,0.0,Ghatkopar
2025-03-20,6.7526,29.23,40.1,2.86,0.0,Ghatkopar
2025-03-21,7.05,27.68,48.31,2.35,0.0,Ghatkopar
2025-03-22,6.9593,28.84,44.3,2.07,0.11,Ghatkopar
2025-03-23,6.8818,30.07,43.43,1.81,0.26,Ghatkopar
2025-03-24,6.5791,30.72,46.84,1.8,0.1,Ghatkopar
2025-03-25,6.5681,30.67,39.7,2.11,0.48,Ghatkopar
2025-03-26,6.521,29.33,51.77,2.14,0.07,Ghatkopar
2025-03-27,6.2976,28.63,52.73,2.4,0.0,Ghatkopar
2025-03-28,6.4699,29.84,46.97,2.19,0.0,Ghatkopar
2025-03-29,6.1831,31.78,23.77,2.36,0.0,Ghatkopar
2025-03-30,5.6246,32.06,28.11,1.85,0.22,Ghatkopar
2025-03-31,5.4473,32.49,40.92,1.6,0.33,Ghatkopar
2025-04-01,2.862,32.48,37.36,1.69,0.1,Ghatkopar
2025-04-02,5.5896,33.0,39.44,2.3,0.16,Ghatkopar
2025-04-03,5.4854,30.55,57.68,1.83,1.56,Ghatkopar
2025-04-04,6.2287,30.67,53.09,2.01,1.18,Ghatkopar
2025-04-05,6.8839,31.68,39.45,2.5,2.1,Ghatkopar
2025-04-06,7.0598,32.01,42.12,2.35,0.47,Ghatkopar
2025-04-07,7.0932,32.6,40.05,2.46,0.01,Ghatkopar
2025-04-08,6.9626,33.21,30.76,2.38,0.0,Ghatkopar
2025-04-09,6.8314,32.71,41.76,2.35,0.02,Ghatkopar
2025-04-10,6.6158,31.19,57.75,2.26,0.04,Ghatkopar
2025-04-11,6.9986,30.25,56.84,2.21,0.01,Ghatkopar
2025-04-12,6.9578,29.91,57.67,2.09,0.0,Ghatkopar
2025-04-13,7.2444,31.21,52.92,2.6,0.0,Ghatkopar
2025-04-14,7.4335,31.71,47.64,3.22,0.0,Ghatkopar
2025-04-15,7.2281,31.08,51.84,2.71,0.0,Ghatkopar
2025-04-16,7.1647,30.8,60.95,2.36,0.0,Ghatkopar
2025-04-17,7.1736,30.89,58.98,2.12,0.0,Ghatkopar
2025-04-18,7.1858,31.07,58.49,2.14,0.0,Ghatkopar
2025-04-19,7.0358,31.3,56.71,2.38,0.0,Ghatkopar
2025-04-20,7.1378,31.14,53.89,2.39,0.0,Ghatkopar
2025-04-21,7.0639,31.38,56.84,2.34,0.07,Ghatkopar
2025-04-22,6.9665,32.04,50.28,2.43,0.03,Ghatkopar
2025-04-23,6.5911,32.48,49.17,1.9,0.22,Ghatkopar
2025-04-24,6.7738,32.0,49.69,1.82,0.03,Ghatkopar
2025-04-25,6.2244,31.43,46.44,1.91,0.0,Ghatkopar
2025-04-26,7.0073,31.63,48.24,1.75,0.01,Ghatkopar
2025-04-27,7.4446,32.0,50.96,2.32,0.0,Ghatkopar
2025-04-28,7.1004,32.22,52.29,2.14,0.03,Ghatkopar
2025-04-29,7.1436,31.48,54.1,2.08,0.02,Ghatkopar
2025-04-30,7.0824,31.56,54.02,2.19,0.08,Ghatkopar
2025-05-01,7.3368,32.02,54.24,2.59,0.04,Ghatkopar
2025-05-02,7.3675,32.26,53.25,2.6,0.01,Ghatkopar
2025-05-03,7.3375,31.55,53.47,2.21,0.03,Ghatkopar
2025-05-04,6.7673,29.54,59.54,2.22,0.02,Ghatkopar
2025-05-05,6.7478,30.58,61.88,2.0,0.04,Ghatkopar
2025-05-06,6.467,29.53,61.27,1.82,1.96,Ghatkopar
2025-05-07,3.114,28.52,69.58,2.76,11.4,Ghatkopar
2025-05-08,5.5896,27.9,78.09,2.72,16.0,Ghatkopar
2025-05-09,6.5638,28.68,75.34,2.73,9.76,Ghatkopar
2025-05-10,7.0954,29.46,68.94,2.11,3.14,Ghatkopar
2025-05-11,7.0217,30.0,63.86,2.06,2.27,Ghatkopar
2025-05-12,6.798,30.54,64.26,1.94,1.69,Ghatkopar
2025-05-13,6.6804,30.67,65.33,1.6,8.18,Ghatkopar
2025-05-14,6.6348,30.94,65.6,1.59,5.56,Ghatkopar
2025-05-15,6.6574,30.49,69.38,1.59,3.36,Ghatkopar
2025-05-16,6.2498,30.02,72.07,1.94,2.52,Ghatkopar
2025-05-17,6.0624,29.98,72.55,2.07,4.57,Ghatkopar
2025-05-18,6.4807,30.03,72.92,1.82,3.56,Ghatkopar
2025-05-19,5.357,28.93,80.02,2.01,9.43,Ghatkopar
2025-05-20,4.3061,29.61,81.77,1.68,28.04,Ghatkopar
2025-05-21,3.6818,29.1,83.04,1.6,11.29,Ghatkopar
2025-05-22,4.225,28.57,83.3,1.23,16.94,Ghatkopar
2025-05-23,3.7378,29.62,77.21,1.68,5.02,Ghatkopar
2025-05-24,2.0057,28.48,84.38,1.78,31.52,Ghatkopar
2025-05-25,1.8343,27.79,86.53,3.27,68.55,Ghatkopar
2025-05-26,1.3486,28.04,86.8,4.11,100.34,Ghatkopar
2025-05-27,1.385,27.43,89.56,2.87,33.64,Ghatkopar
2025-05-28,4.2504,28.25,88.13,2.96,13.21,Ghatkopar
2025-05-29,5.4871,28.33,88.6,3.14,10.94,Ghatkopar
2025-05-30,5.9503,28.86,82.54,3.54,1.1,Ghatkopar
2025-05-31,5.8697,28.78,81.77,3.57,2.77,Ghatkopar
2025-06-01,6.0432,28.89,82.82,3.76,7.89,Ghatkopar
2025-06-02,6.0571,28.41,84.43,3.85,5.06,Ghatkopar
2025-06-03,6.1668,28.28,84.52,3.73,11.28,Ghatkopar
2025-06-04,5.3234,27.98,83.16,2.7,6.15,Ghatkopar
2025-06-05,5.9902,28.16,81.56,1.8,3.75,Ghatkopar
2025-06-06,6.0912,28.17,82.59,1.8,11.87,Ghatkopar
2025-06-07,4.6231,27.69,84.61,1.77,15.46,Ghatkopar
2025-06-08,6.0696,28.34,81.89,1.93,0.57,Ghatkopar
2025-06-09,5.9688,28.45,81.76,2.77,0.19,Ghatkopar
2025-06-10,6.2376,28.51,79.95,2.52,0.41,Ghatkopar
2025-06-11,5.9923,28.52,83.45,2.68,2.94,Ghatkopar
2025-06-12,4.9867,28.35,89.0,3.3,14.24,Ghatkopar
2025-06-13,3.5539,27.81,89.31,3.1,25.31,Ghatkopar
2025-06-14,5.1341,28.28,89.91,2.0,25.92,Ghatkopar
2025-06-15,1.1522,27.63,93.16,2.81,47.35,Ghatkopar
2025-06-16,1.1414,27.37,91.02,5.34,93.66,Ghatkopar
2025-06-17,5.5687,28.04,86.35,5.86,23.92,Ghatkopar
2025-06-18,3.0862,27.91,88.7,5.29,88.05,Ghatkopar
2025-06-19,1.1215,27.38,90.74,5.02,55.21,Ghatkopar
2025-06-20,4.9145,27.75,88.72,5.01,16.29,Ghatkopar
2025-06-21,4.5962,27.61,88.63,4.68,11.84,Ghatkopar
2025-06-22,3.7939,27.48,88.28,4.81,13.85,Ghatkopar
2025-06-23,2.089,27.38,88.5,5.42,29.96,Ghatkopar
2025-06-24,2.3815,27.29,89.75,4.97,22.52,Ghatkopar
2025-06-25,3.5278,27.45,88.88,5.09,10.67,Ghatkopar
2025-06-26,2.8951,27.23,89.04,4.92,16.88,Ghatkopar
2025-06-27,3.6559,27.11,89.33,5.15,20.06,Ghatkopar
2025-06-28,4.1414,27.06,87.28,5.57,12.15,Ghatkopar
2025-06-29,4.6478,26.75,90.34,4.81,12.81,Ghatkopar
2025-06-30,4.8425,27.05,89.31,5.08,16.89,Ghatkopar
2025-07-01,2.7996,26.73,90.0,4.59,21.23,Ghatkopar
2025-07-02,3.0732,26.55,91.28,4.05,32.22,Ghatkopar
2025-07-03,4.2062,26.79,89.93,5.26,36.59,Ghatkopar
2025-07-04,3.6108,26.84,89.85,5.57,27.31,Ghatkopar
2025-07-05,1.8473,26.61,91.31,5.04,42.63,Ghatkopar
2025-07-06,1.5389,26.55,90.09,5.18,30.2,Ghatkopar
2025-07-07,2.5538,26.54,89.8,4.47,14.49,Ghatkopar
2025-07-08,2.7194,26.49,90.65,4.14,8.2,Ghatkopar
2025-07-09,4.842,26.44,90.84,3.8,16.02,Ghatkopar
2025-07-10,4.9001,26.73,90.55,3.37,9.58,Ghatkopar
2025-07-11,5.855,26.77,90.09,3.13,12.23,Ghatkopar
2025-07-12,5.0501,26.73,89.88,3.35,11.73,Ghatkopar
2025-07-13,4.0927,26.8,89.74,3.7,11.93,Ghatkopar
2025-07-14,2.8226,26.91,90.52,4.56,31.44,Ghatkopar
2025-07-15,3.8942,26.94,90.66,3.85,39.11,Ghatkopar
2025-07-16,5.2241,26.83,90.72,3.0,9.19,Ghatkopar
2025-07-17,5.364,26.68,89.74,2.55,2.21,Ghatkopar
2025-07-18,4.8415,26.79,88.48,2.67,2.04,Ghatkopar
2025-07-19,5.2805,26.78,89.53,2.87,6.0,Ghatkopar
2025-07-20,3.5218,27.09,88.76,2.96,22.0,Ghatkopar
2025-07-21,2.3338,26.9,90.87,3.16,47.27,Ghatkopar
2025-07-22,3.5114,26.74,90.66,3.25,35.44,Ghatkopar
2025-07-23,3.4894,26.48,91.73,3.72,53.02,Ghatkopar
2025-07-24,3.8894,26.71,91.19,4.14,41.4,Ghatkopar
2025-07-25,2.497,26.5,91.9,4.44,57.88,Ghatkopar
2025-07-26,3.1188,26.1,92.51,4.92,54.89,Ghatkopar
2025-07-27,3.1649,26.1,90.58,5.41,27.16,Ghatkopar
2025-07-28,2.5824,26.02,89.98,5.55,16.23,Ghatkopar
2025-07-29,2.317,25.77,90.45,5.5,14.29,Ghatkopar
2025-07-30,2.22,25.87,91.19,4.2,9.63,Ghatkopar
2025-07-31,3.463,26.15,90.38,4.23,6.84,Ghatkopar
2025-08-01,3.8885,26.1,90.25,3.5,3.94,Ghatkopar
2025-08-02,3.9214,25.9,90.73,2.79,6.59,Ghatkopar
2025-08-03,4.4081,26.26,89.67,2.5,4.35,Ghatkopar
2025-08-04,4.9822,26.3,89.53,2.31,1.83,Ghatkopar
2025-08-05,5.4283,26.35,89.21,1.96,3.74,Ghatkopar
2025-08-06,4.9452,26.58,88.0,1.73,4.55,Ghatkopar
2025-08-07,2.6986,26.54,88.8,1.82,4.13,Ghatkopar
2025-08-08,3.5198,26.47,88.25,1.49,3.4,Ghatkopar
2025-08-09,4.2787,26.35,87.62,1.65,9.14,Ghatkopar
2025-08-10,3.3514,26.23,87.57,1.57,11.53,Ghatkopar
2025-08-11,5.1487,26.28,89.3,2.21,13.59,Ghatkopar
2025-08-12,4.6879,26.26,88.8,2.03,5.51,Ghatkopar
2025-08-13,2.1806,26.16,90.4,2.2,26.15,Ghatkopar
2025-08-14,2.3863,26.1,90.64,2.6,20.51,Ghatkopar
2025-08-15,1.7009,25.72,92.22,2.24,53.06,Ghatkopar
2025-08-16,1.0956,25.75,92.74,2.76,69.3,Ghatkopar
2025-08-17,2.1245,26.08,93.43,3.45,60.78,Ghatkopar
2025-08-18,0.5158,25.64,93.61,5.11,96.42,Ghatkopar
2025-08-19,0.3262,25.59,93.58,5.25,142.85,Ghatkopar
2025-08-20,1.2,25.55,92.0,5.57,69.09,Ghatkopar
2025-08-21,3.9391,25.99,90.71,4.63,10.82,Ghatkopar
2025-08-22,4.6558,25.99,89.86,4.25,8.08,Ghatkopar
2025-08-23,3.9593,25.82,89.15,4.54,9.05,Ghatkopar
2025-08-24,5.0719,25.88,88.07,4.57,11.13,Ghatkopar
2025-08-25,1.5228,25.55,90.68,4.13,26.8,Ghatkopar
2025-08-26,1.9063,25.64,91.85,3.47,16.08,Ghatkopar
2025-08-27,3.2981,25.81,92.52,2.04,19.75,Ghatkopar
2025-08-28,2.1703,25.98,92.99,2.36,15.99,Ghatkopar
2025-08-29,1.7436,26.18,91.01,1.92,28.51,Ghatkopar
2025-08-30,3.1493,26.36,91.58,2.56,7.57,Ghatkopar
2025-08-31,2.5951,26.32,91.56,3.07,12.1,Ghatkopar
2025-09-01,2.7012,24.9,94.33,2.39,14.62,Ghatkopar
2025-09-02,4.1882,25.34,93.33,2.07,15.76,Ghatkopar
2025-09-03,4.823,25.47,92.51,2.04,10.43,Ghatkopar
2025-09-04,1.3699,24.84,94.12,1.73,7.7,Ghatkopar
2025-09-05,1.909,24.83,94.36,1.74,11.6,Ghatkopar
2025-09-06,0.7423,25.02,93.87,1.94,15.71,Ghatkopar
2025-09-07,3.5822,25.13,92.38,2.21,9.02,Ghatkopar
2025-09-08,4.9351,25.44,90.25,1.71,3.14,Ghatkopar
2025-09-09,5.4972,25.52,87.44,1.17,1.05,Ghatkopar
2025-09-10,5.4072,25.82,84.52,0.91,0.29,Ghatkopar
2025-09-11,5.677,25.85,84.85,0.99,2.48,Ghatkopar
2025-09-12,4.0231,25.9,86.16,1.17,4.71,Ghatkopar
2025-09-13,2.5649,25.49,89.79,1.06,13.46,Ghatkopar
2025-09-14,2.2843,25.42,93.05,1.26,27.43,Ghatkopar
2025-09-15,0.6276,24.78,96.2,1.45,64.69,Ghatkopar
2025-09-16,3.2885,25.18,93.98,1.03,17.94,Ghatkopar
2025-09-17,3.8602,25.74,90.98,0.91,13.63,Ghatkopar
2025-09-18,4.1222,25.81,90.89,1.02,16.39,Ghatkopar
2025-09-19,3.0514,25.77,91.27,1.13,17.95,Ghatkopar
2025-09-20,4.4381,25.72,90.75,1.23,16.2,Ghatkopar
2025-09-21,3.1666,25.98,90.59,1.24,17.89,Ghatkopar
2025-09-22,1.543,25.53,92.16,1.25,19.96,Ghatkopar
2025-09-23,3.5155,24.95,92.91,1.15,4.82,Ghatkopar
2025-09-24,4.6553,25.74,86.44,1.18,3.26,Ghatkopar
2025-09-25,5.3549,25.47,87.47,1.1,3.44,Ghatkopar
2025-09-26,4.0025,25.93,86.72,1.02,8.32,Ghatkopar
2025-09-27,4.7988,25.52,92.68,1.54,18.01,Ghatkopar
2025-09-28,0.3058,24.37,96.43,2.94,95.1,Ghatkopar
2025-09-29,3.1008,24.38,91.26,2.78,7.25,Ghatkopar
2025-09-30,4.5499,24.95,89.02,2.13,3.99,Ghatkopar
2025-10-01,5.393,25.08,89.97,2.08,6.54,Ghatkopar
2025-10-02,4.2607,24.94,90.14,1.82,4.38,Ghatkopar
2025-10-03,5.1274,25.39,88.75,1.48,0.51,Ghatkopar
2025-10-04,5.485,25.48,89.02,1.28,5.29,Ghatkopar
2025-10-05,5.2078,25.39,87.67,1.22,2.3,Ghatkopar
2025-10-06,5.701,25.14,86.94,1.31,1.78,Ghatkopar
2025-10-07,4.7741,25.2,88.08,1.14,3.59,Ghatkopar
2025-10-08,5.735,25.65,85.2,1.07,0.57,Ghatkopar
2025-10-09,5.7288,25.74,83.05,1.04,0.46,Ghatkopar
2025-10-10,5.8322,25.7,80.48,1.07,0.08,Ghatkopar
2025-10-11,5.7324,25.38,79.62,1.17,0.0,Ghatkopar
2025-10-12,5.8435,25.44,79.25,1.09,0.0,Ghatkopar
2025-10-13,5.8627,25.26,77.69,1.23,0.0,Ghatkopar
2025-10-14,5.7782,24.73,77.95,1.21,0.0,Ghatkopar
2025-10-15,5.0234,25.62,82.31,1.23,4.34,Ghatkopar
2025-10-16,5.4497,27.02,84.61,1.08,3.13,Ghatkopar
2025-10-17,5.4437,27.19,82.71,1.34,0.13,Ghatkopar
2025-10-18,5.4569,26.72,80.11,1.2,0.4,Ghatkopar
2025-10-19,5.2198,26.43,80.56,1.22,0.54,Ghatkopar
2025-10-20,5.2152,26.11,80.77,1.42,0.0,Ghatkopar
2025-10-21,-999.0,26.15,83.38,1.27,3.42,Ghatkopar
2025-10-22,-999.0,26.81,84.73,1.19,3.56,Ghatkopar
2025-10-23,-999.0,27.13,84.1,1.35,4.55,Ghatkopar
2025-10-24,-999.0,-999.0,-999.0,-999.0,-999.0,Ghatkopar
2025-10-25,-999.0,-999.0,-999.0,-999.0,-999.0,Ghatkopar
2025-10-26,-999.0,-999.0,-999.0,-999.0,-999.0,Ghatkopar
